Licensee Name,DBA,License Number,License Type,Street Address,City,State,Zip,Latitude,Longitude
THE VELVETEEN LLC,THE VELVETEEN,03-16052,Takeout & Delivery Permit,115 G STREET,Salida,CO,81201,38.53621694,-105.993480103
PEAK BREWING CO LLC,HOMESLICE PIZZA,03-15919,Hotel & Restaurant (city,2957 MAIN AVENUE,Durango,CO,81301,37.29698201,-107.872809967
RUSH CORPORATION,KOKOPELLI LIQUOR,42-89963-0000,Retail Liquor Store (city,2996 D ROAD,Grand Junction,CO,81504,39.06332301,-108.497301987
,LITTLE OLLIE'S,07-34546-0000,Takeout & Delivery Permit,308 S HUNTER ST STE 5,Aspen,CO,816111855,39.18825511,-106.817242031
"VITAMIN COTTAGE NATURAL FOOD MARKETS, INC",NATURAL GROCERS,04-01161,Fermented Malt Beverage and Wine (city,4510 TRAIL BOSS DRIVE,Castle Rock,CO,80104,39.40727701,-104.859049993
"HIMALAYAN THREE, LLC & 7-ELEVEN, INC",7-ELEVEN STORE 39528B,04-01862,Fermented Malt Beverage and Wine (city,16310 EAST QUINCY AVENUE,Aurora,CO,80015,39.63816345,-104.7984345
YIANNIS WINE ENTERPRISES LLC,YIANNIS WINERY,03-16544,Winery Direct Shipper's Permit,2648 QUALITY COURT,Virginia Beach,VA,23454,36.82060501,-76.058167003
ROCKIES BIOSPIRITS LLC,ROCKIES SPIRITS,03-13359,Wholesale Beer (malt liquor,3935 SOUTH LIPAN STREET,Englewood,CO,80110,39.64532901,-105.002010979
CROWN IMPORTS LLC,CROWN IMPORTS LLC,26-71340-0001,Importer (malt liquor,131 SOUTH DEARBORN STREET SUITE 1200,Chicago,IL,60603,41.87980999,-87.628255965
,CHILI'S GRILL & BAR #800,10-82383-0049,Takeout & Delivery Permit,105 LATIGO LANE,Canon City,CO,812128101,38.44741926,-105.183290579
TARIN GRACIELA,TAQUERIA TACOS MI PUEBLO,14-43733-0000,Hotel & Restaurant (city,2300 FEDERAL BLVD,Denver,CO,80211,39.75137702,-105.024830962
"EL CENTENARIO ENTERTAINMENT, LLC",EL CENTENARIO NIGHTCLUB,03-09890,Tavern (county,"10763 TURNER BOULEVARD, UNIT 1",Longmont,CO,80504,40.15710799,-104.98178201
C & N CORP.,DOOR PENINSULA WINERY,03-10754,Winery Direct Shipper's Permit,5806 HIGHWAY 42,Sturgeon Bay,WI,54235,44.95185102,-87.336355013
BLUE MARLIN LLC,LAS BRISAS,42-95170-0000,Hotel & Restaurant (city,6787 S CLINTON ST,Greenwood Village,CO,801123672,39.59306001,-104.880696007
CROSS KEYS VINEYARDS LLC,CROSS KEYS VINEYARDS,03-17791,Winery Direct Shipper's Permit,6011 EAST TIMBER RIDGE ROAD,Mount Crawford,VA,22841,38.32282902,-78.850784962
THE CIGARETTE STORE LLC,SMOKER FRIENDLY / GASAMAT,06-12947-0048,Fermented Malt Beverage and Wine (city,1054 W VINE DR,Fort Collins,CO,80524,40.59663299,-105.095340035
"HIGHGATE HOTELS, L.P. & GRAND PRIX FIXED LESSEE, LLC",RESIDENCE INN DENVER SOUTH,03-15055,Hotel & Restaurant (city,6565 SOUTH YOSEMITE STREET,Greenwood Village,CO,80111,39.597747,-104.889577974
G&S SERVICES COMPANY,ERIE CONOCO,04-00756,Delivery Permit,4200 NORTH EAST COUNTY LINE ROAD,Erie,CO,80516,40.05177999,-105.055922039
SUCCESS FOODS MANAGEMENT GROUP LLC,TORCHY'S TACOS,03-06424,Hotel & Restaurant (city,7159 WEST 88 AVENUE UNIT #400,Westminster,CO,80021,39.85691599,-105.077520025
M&R MARKET INC &7-ELEVEN INC,7 ELEVEN STORE 13194A,42-94511-0000,Fermented Malt Beverage and Wine (city,1107 SANTA FE DRIVE,Denver,CO,80204,39.73390901,-104.998834992
HORNELL BREWING CO INC,HORNELL BREWING CO INC,10-95027-0000,Nonresident Manufacturer (malt liquor,60 CROSSWAYS PARK DRIVE WEST,Woodbury,NY,117972018,40.80920505,-73.489665041
ILLEGAL PETE'S INCORPORATED,ILLEGAL PETE'S,23-90571-0004,Hotel & Restaurant (city,5312 DTC BLVD,Greenwood Village,CO,801113318,39.61924398,-104.889405977
DANA ESTATES,DANA ESTATES,15-69338-0000,Winery Direct Shipper's Permit,1895 CABERNET LN,Saint Helena,CA,945741605,38.47247,-122.451313009
ARKENSTONE VINEYARDS LLC,ARKENSTONE VINEYARDS,25-50699-0000,Winery Direct Shipper's Permit,335 WEST LANE,Angwin,CA,945089606,38.563495,-122.465426038
ALPINE LAKE LLC,GOODYS,03-13859,Tavern (city,125 PARRY PEAK WAY SUITE 100,Winter Park,CO,80482,39.884717,-105.762509017
J R LIQUOR INC,J R LIQUOR INC,40-59963-0000,Retail Liquor Store (city,221 N BENT AVE,Las Animas,CO,81054,38.07595329,-103.220016041
"CHARLIE'S BAR, INC",CHARLIE'S BAR,03-07310,Tavern (city,900 EAST COLFAX AVENUE,Denver,CO,80218,39.73977701,-104.976173008
CRIPPLE CREEK BACKCOUNTRY INC,CRIPPLE CREEK BACKCOUNTRY,03-13316,Beer & Wine (city,82 EAST BEAVER CREEK BLVD. M102,Avon,CO,81620,39.634714,-106.520666995
PACIFIC FOOD & BEVERAGE COMPANY,JING,25-31406-0000,Takeout & Delivery Permit,413 EAST MAIN STREET,Aspen,CO,816111931,39.19041555,-106.818899804
PARAGON BUSINESS INVESTMENTS LLC,HILLTOP LIQUOR,03-07676,Retail Liquor Store (county,27963 HIGHWAY 184,Dolores,CO,81323,37.463902,-108.536997004
"BRIGHT CELLARS, INC.",BRIGHT CELLARS,03-07043,Winery Direct Shipper's Permit,980 AIRWAY COURT BLDG 2 STE A-F,Santa Rosa,CA,95403,38.4742038,-122.735543765
LOYALTY LIQUORS LLC,LOYALTY LIQUORS,03-05484,Delivery Permit,1630 SOUTH LEMAY AVENUE  SUITE 7,Fort Collins,CO,80525,40.565767,-105.057264988
,MI MEXICO FAMILY MEXICAN RESTAURANT,03-15039,Takeout & Delivery Permit,118  7TH  AVENUE,Ouray,CO,81427,38.02413902,-107.673270967
CRAVEIRO LLC,CRAVEIRO,03-03116,Importer (vinous & spirituous,4722 ZUNI STREET,Denver,CO,80211,39.78190102,-105.01556502
VALLEY CLUB LANES LLC,CELEBRITY LANES,25-57583-0000,Hotel & Restaurant (city,15755 E ARAPAHOE RD,Centennial,CO,800161074,39.59777609,-104.805464318
"APPLEJACK WINE & SPIRITS, LLC",APPLEJACK WINE & SPIRITS AND APPLEJACK LIQUORS,03-03749,Delivery Permit,3320 YOUNGFIELD STREET,Wheat Ridge,CO,80033,39.763137,-105.141045966
FRIAS FAMILY VINEYARD INC.,FRIAS FAMILY VINEYARD,03-14815,Winery Direct Shipper's Permit,4550 SILVERADO TRAIL,Calistoga,CA,94515,38.57547701,-122.549461994
OUTBACK STEAKHOUSE OF FLORIDA LLC,OUTBACK STEAKHOUSE OF FLORIDA LLC,42-92516-0000,Master File (Business,2202 N WEST SHORE BLVE 5TH FLOOR,Tampa,FL,33607,27.961073,-82.525774
DENVER BEER CO LOWRY LLC,DENVER BEER CO,03-17645,Wholesale Beer (malt liquor,7070 EAST LOWRY BOULEVARD,Denver,CO,802306977,39.716442,-104.906237007
MISS KRISSY'S BISTRO LLC,MISS KRISSY'S BISTRO LLC,03-20587,Hotel & Restaurant (city,471 MAIN ST,Longmont,CO,80501,40.16710802,-105.102917024
FLYING T LLC,FLYING T,03-09960,Winery Direct Shipper's Permit,12166 ROAD G,Cortez,CO,81321,37.33253201,-108.823912986
PIZZA DEL LAGO INC,GRAND PIZZA,42-57378-0000,Beer & Wine (city,1131 GRAND AVE,Grand Lake,CO,80447,40.251422,-105.816927015
LANDLOCKED ALES LLC,LANDLOCKED ALES,03-05975,Manufacturer (brewery,3225 SOUTH WADSWORTH BOULEVARD  UNIT PQRS,Lakewood,CO,80227,39.65780602,-105.083490035
CENTANNI  LTD,IL PASTAIO,41-48342-0000,Beer & Wine (city,3075 ARAPAHOE RD #B,Boulder,CO,803031062,40.01507802,-105.251974
SHAKE SHACK COLORADO LLC,SHAKE SHACK,03-13954,Hotel & Restaurant (city,5507 WEST 20TH AVENUE,Edgewater,CO,80214,39.74862101,-105.057062984
SNOW BOWL PARTNERS LLC,SNOW BOWL,03-09015,Tavern (city,2090 SNOW BOWL PLAZA,Steamboat Springs,CO,80487,40.50344102,-106.870150029
CJJ FAMILY HOLDINGS INC,VISTA VERDE GUEST RANCH,03-07550,Hotel & Restaurant (county,58000 COWBOY WAY,Clark,CO,80428,40.763104,-106.829981015
JM CELLARS COMPANY,JM CELLARS COMPANY,07-97068-0000,Winery Direct Shipper's Permit,14404 137TH PL NE,Woodinville,WA,980727912,47.73166499,-122.155339961
YM ENERGY LLC,V.EX.I,03-11448,Wholesale (vinous & spirituous,7318 SOUTH REVERE PARKWAY SUITE B7,Centennial,CO,80112,39.58382349,-104.840487933
DENVER ATHLETIC CLUB,DENVER ATHLETIC CLUB,01-02704-0000,Club License (city,1325 GLENARM PLACE,Denver,CO,80204,39.74172002,-104.993717002
RONDER HOLDINGS INC,SOLUTIONS LOUNGE AND ESCAPOLOGY,03-07536,Lodging & Entertainment (City,2220 CALIFORNIA STREET,Denver,CO,80205,39.75082398,-104.984390039
G.A.C.T. ENTERPRISES LLC,TAP ON THE ROCKS,03-11055,Hotel & Restaurant (city,408 BEAR CREEK AVENUE,Morrison,CO,80465,39.65387302,-105.191939038
"RAEL, ERNIE ELI and RAEL, KIMBA JOY",LA VALLEY LIQUOR,03-17677,Retail Liquor Store (county,24378 COUNTY ROAD J2,San Pablo,CO,81152,37.07846776,-105.701913021
BARLOW VINEYARDS LLC,BARLOW VINEYARDS,28-71749-0000,Winery Direct Shipper's Permit,4411 SILVERADO TRAIL,Calistoga,CA,94515,38.57326599,-122.538470972
BLUE AGAVE GRILL LLC,BLUE AGAVE GRILL,03-02596,Takeout & Delivery Permit,201 S COLLEGE AVE SUITE 100,Fort Collins,CO,80524,40.58534298,-105.077542991
QGATE LLC,PIGGIN OUT SMOKEHOUSE,03-10907,Hotel & Restaurant (city,9987 MORRISON ROAD,Lakewood,CO,80227,39.66939999,-105.109190962
MO BURRITO LLC,MO BURRITO,03-12348,Hotel & Restaurant (city,311 H STREET,Salida,CO,81201,38.535603,-105.995584012
MENYA NO 2 LLC,MENYA RAMEN & POKE,03-08337,Hotel & Restaurant (city,1590 LITTLE RAVEN STREET #170,Denver,CO,80202,39.75465099,-105.005125024
MOULTON ANNE E,BURRELL SCHOOL VINEYARDS AND WINERY,14-52973-0000,Winery Direct Shipper's Permit,24060 SUMMIT RD,Los Gatos,CA,95033,37.12071101,-121.932694987
MICHAEL R. TAYLOR,MICHAEL R. TAYLOR,L034526,Master File (Person,60 TAHOMA DRIVE,Foristell,MO,63348,38.84270399,-90.933959973
MDD BASSI INC,UNITED WINE AND LIQUOR,03-04199,Retail Liquor Store (city,5752 NORTH ACADEMY BOULEVARD,Colorado Springs,CO,80918,38.91428699,-104.788785002
Z & T LLC,SAM'S SERVICE STATION,04-01680,Fermented Malt Beverage and Wine (city,680 EAST 84TH AVENUE,Thornton,CO,80229,39.84865801,-104.978419023
AI FISH CORPORATION,IFISH + RAMEN,03-07833,Hotel & Restaurant (city,2200 MARKET STREET UNIT A,Denver,CO,80205,39.75576901,-104.990189981
SNUGGLE LIMITED,CRAZY HORSE DECIBEL,03-19096,Hotel & Restaurant (city,1201 EAST COLFAX AVENUE,Denver,CO,80218,39.74029199,-104.971811988
ALBERTSONS LLC,SAFEWAY STORE # 892,26-66709-0046,Fermented Malt Beverage and Wine (city,3840 EAST 104TH AVENUE,Thornton,CO,802294436,39.88330302,-104.942568031
DENVER DISTILLERY,DENVER DISTILLERY,03-08872,Sidewalk Service Area,244 SOUTH BROADWAY,Denver,CO,80209,39.712229,-104.987270983
LAHIA GROUP LTD LLC,CANYON LIQUORS,03-20462,Retail Liquor Store (county,30550 HIGHWAY 72,Golden,CO,80403,39.905541,-105.34751504
RUPERT'S DURANGO INC,RUPERT'S DURANGO,03-17910,Hotel & Restaurant (city,810 EAST COLLEGE DRIVE SUITE B,Durango,CO,81301,37.26769602,-107.872039
PIZZA RIO INC,PIZZA RIO,03-14350,Hotel & Restaurant (city,228 NORTH F STREET SUITE 300,Salida,CO,81201,38.53769001,-105.990671965
MOUNTAIN IKON EATS LLC,FRESHIES,03-12912,Hotel & Restaurant (city,145 TRAFALGER,Steamboat Springs,CO,80487,40.47503198,-106.826904019
"4 NOSES BREWING COMPANY, LLC",WILD PROVISIONS BEER PROJECT,03-12415,Manufacturer (brewery,2209 CENTRAL AVENUE,Boulder,CO,80301,40.02226015,-105.218239561
TARGET CORPORATION,TARGET STORE T-0256,04-00693,Fermented Malt Beverage and Wine (city,16910 EAST QUINCY AVENUE,Aurora,CO,80015,39.6361857,-104.790423412
TARGET CORPORATION,TARGET STORE T-2820,04-00117,Fermented Malt Beverage and Wine (city,7777 E HAMPDEN AVE,Denver,CO,80231,39.654811,-104.900596992
ILLOGICALE BREWING COMPANY LLC,LOVELAND ALEWORKS,03-00508,Wholesale Beer (malt liquor,118 WEST 4TH ST,Loveland,CO,80537,40.39523199,-105.077196986
NCCB INC,GOOSETOWN STATION,03-11820,Tavern (city,514 9TH STREET,Golden,CO,80401,39.75995502,-105.22167803
PURPLE WINE COMPANY LLC,PURPLE WINES,12-62212-0000,Importer (vinous & spirituous,205 JIM OSWALT WAY SUITE A,American Canyon,CA,94503,38.19451302,-122.277631006
STANZI LLC,LA RUMBA,12-36122-0000,Tavern (city,99 WEST 9TH AVE,Denver,CO,802044005,39.730709,-104.98847496
,RED LOBSTER #0393,03-04118,Takeout & Delivery Permit,3301 SOUTH COLLEGE AVENUE,Fort Collins,CO,80525,40.54193202,-105.07769001
LONGMONT INDOOR SOCCER INC,LONGMONT INDOOR SOCCER,03-01972,Beer & Wine (city,795 SOUTH SHERMAN STREET UNIT 8,Longmont,CO,80501,40.150581,-105.117827004
CST METRO LLC,CIRCLE K #2744127,21-79919-0060,Fermented Malt Beverage and Wine (city,5171 EAST ARAPAHOE ROAD,Centennial,CO,801222369,39.59543867,-104.92770633
CLAY VENUES LLC,CLAY VENUES,03-19282,Lodging & Entertainment (City,10 NORTH WAHSATCH AVENUE,Colorado Springs,CO,80903,38.8339514,-104.81820359
Rosenberg's Five Points LLC,ROSENBERG'S BAGELS & DELICATESSEN,03-14147,Takeout & Delivery Permit,725 EAST 26TH AVENUE,Denver,CO,80205,39.75485899,-104.977474969
"EL GUERO, INC",TAQUERIA AND BARBACOA EL OSO,03-10457,Hotel & Restaurant (city,3000 S FEDERAL BLVD,Denver,CO,80236,39.661945,-105.024844038
ROSENBERG'S FIVE POINTS LLC,ROSENBERG'S BAGELS & DELICATESSEN,03-14147,Hotel & Restaurant (city,725 EAST 26TH AVENUE,Denver,CO,80205,39.75485899,-104.977474969
LAMECH LLC,BB.Q CHICKEN,03-16317,Hotel & Restaurant (city,2495 SOUTH HAVANA STREET UNIT H,Aurora,CO,80014,39.6730004,-104.866755896
LI'L RICCI'S LINCOLN LLC,LI'L RICCI'S,15-40693-0000,Hotel & Restaurant (city,16526 KEYSTONE BLVD UNIT G,Parker,CO,801343300,39.53184802,-104.79595002
SLUGGERS CORPORATION,PITCHERS BREWERY,40-75250-0000,Takeout & Delivery Permit,1100 W DRAKE RD,Fort Collins,CO,805266008,40.55306201,-105.09739402
EIM THAI INC,EIM THAI,03-08167,Beer & Wine (city,1466 GARDEN OF THE GODS ROAD SUITE 148,Colorado Springs,CO,80907,38.89744,-104.854696013
GDB HOLDINGS LLC,JOYRIDE BREWING COMPANY,03-03227,Wholesale Beer (malt liquor,"2501 SHERIDAN BLVD UNITS B,C,D",Edgewater,CO,80214,39.75319199,-105.053551972
CRAZY DOG INC,THE DIRTY DUCK BAR,40-34942-0000,Tavern (city,4780 E EVANS AVE,Denver,CO,802225110,39.67824101,-104.931930976
BF PIZZA 2 LLC,BROOKLYN'S FINEST PIZZERIA,03-19255,Hotel & Restaurant (city,176 SOUTH BROADWAY,Denver,CO,80209,39.71311602,-104.987046013
RBR CASTLE ROCK LLC,FUZZY'S TACO SHOP,03-10302,Hotel & Restaurant (city,5700 NEW ABBEY LANE UNIT D-330,Castle Rock,CO,80108,39.41683301,-104.880114973
MFJB INC,PANINO'S RESTAURANT,12-74780-0000,Hotel & Restaurant (city,310 WEST PROSPECT ROAD,Fort Collins,CO,805262005,40.56739498,-105.082396029
THAI CURRY 92 LLC,THAI CURRY,03-20195,Beer & Wine (city,5020 WEST 92ND AVENUE,Westminster,CO,80031,39.86311801,-105.050805977
KNU BREW LLC,BARQUENTINE BREWING COMPANY,03-11714,Manufacturer (brewery,5505 WEST 20TH AVENUE SUITE 178,Edgewater,CO,80214,39.74862101,-105.057062984
"THE BOONIES, LLC","THE BOONIES, LLC",03-13063,Hotel & Restaurant (city,220 MAIN STREET,Wray,CO,80758,40.07954902,-102.221779964
DUDLEY VINEYARD,DRESSER WINERY BY GELFAND VINEYARDS,03-14651,Winery Direct Shipper's Permit,5530 DRESSER RANCH PLACE,Paso Robles,CA,93446,35.60889802,-120.595480018
HOB MARQUIS CORP,THE MARQUIS THEATER,03-09405,Hotel & Restaurant (city,2009 LARIMER STREET,Denver,CO,80205,39.75337199,-104.992563988
CAMILLA'S KAFFE INC,CAMILLA'S KAFFE,03-16387,Beer & Wine (city,206 EAST ASPEN AVENUE,Fruita,CO,81521,39.15863502,-108.732221
EAST SIMPSON COFFEE COMPANY LTD,EAST SIMPSON COFFEE COMPANY,03-05101,Beer & Wine (city,201 EAST SIMPSON STREET,Lafayette,CO,80026,39.998465,-105.089027958
"CHANA SAANJH, LLC. & 7ELEVEN INC.",7-ELEVEN STORE 32386B,04-01867,Fermented Malt Beverage and Wine (city,4710 CENTENNIAL BLVD.,Colorado Springs,CO,80919,38.89919701,-104.852091002
ROBINSON FAMILY VINEYARDS LLC,ROBINSON FAMILY VINEYARDS,03-13126,Winery Direct Shipper's Permit,5880 SILVERADO TRAIL,Napa,CA,94558,38.41133001,-122.320832006
MACHETE LLC,DERECHO,03-14802,Hotel & Restaurant (city,2817 EAST 3RD AVENUE SUITE A,Denver,CO,80206,39.721224,-104.954299007
SWEETHEART CITY WINES LLC,SWEET HEART WINERY,03-08164,Winery Direct Shipper's Permit,5500 WEST HIGHWAY 34,Loveland,CO,80537,40.40757899,-105.157799965
"KNEE BAR, LLC",THE UTE RESTAURANT,03-03738,Takeout & Delivery Permit,21 NORTH NEVADA AVE,Colorado Springs,CO,80903,38.83478598,-104.821043007
"RELEVANCE RESTAURANT CONSULTANTS, LLC",BAR RED,03-00675,Tavern (city,437 WEST COLFAX AVENUE,Denver,CO,80204,39.74025901,-104.994082034
1225 LOGAN LLC,BAR NUN,03-14279,Tavern (city,1225 LOGAN STREET,Denver,CO,80203,39.73559402,-104.982627996
COLORADO BOY DEPOT LLC,COLORADO BOY DEPOT LLC,03-09511,Brew Pub (city,687 NORTH CORA STREET,Ridgway,CO,81432,38.15820001,-107.757901031
CHUGH RAJESH CHUGH IMELDA,PIZZA TIME,42-55503-0000,Beer & Wine (city,8794 NORTH UNION BOULEVARD,Colorado Springs,CO,809207797,38.95913001,-104.764841006
"GOLDEN GLOBAL GOODS, INC.","GOLDEN GLOBAL GOODS, INC.",03-09886,Manufacturer (distillery & rectifier,4420 GLENCOE STREET,Denver,CO,80216,39.77786299,-104.925376999
,HOMEGROWN TAP & DOUGH / PERDIDA,03-19850,Takeout & Delivery Permit,1257 WEST 120TH AVENUE,Westminster,CO,80234,39.91491499,-105.000758974
THREE DOGS RESTAURNT CONCEPT LLC,THREE DOGS TAVERN,40-31343-0000,Hotel & Restaurant (city,3390 W 32ND AVE,Denver,CO,802113102,39.76187799,-105.032050966
,3 MARGARITAS,03-04974,Takeout & Delivery Permit,25791 E SMOKY HILL RD #100,Aurora,CO,80016,39.58596137,-104.687258948
,ROMANOS PIZZERIA,22-16172-0000,Takeout & Delivery Permit,5666 S WINDERMERE,Littleton,CO,80120,39.61398484,-105.006535111
CROSBY ASPEN HOLDINGS LLC,MIRON CROSBY,03-16967,Beer & Wine (city,520 EAST COOPER UNIT 1A,Aspen,CO,81611,39.18812532,-106.818301588
LITTLE MACHINE LLC,LITTLE MACHINE BEER,03-04351,Wholesale Beer (malt liquor,2924 WEST 20TH AVENUE,Denver,CO,80211,39.74735701,-105.024441036
NOTEBOOK CORP.,THE LIBRARY CO. BAR & KITCHEN,03-09789,Hotel & Restaurant (city,"3911 AMBROSIA STREET, SUITE 101",Castle Rock,CO,80109,39.40266101,-104.886413973
POP-UP RESTAURANT GROUP LLC,PEPE OSAKA'S MEX-ASIAN GRILL,03-00960,Takeout & Delivery Permit,78737 US HWY 40 SUITE 2102,Winter Park,CO,80482,39.92081199,-105.785165972
TITI'S INC,JA LA PENO DELUXE,42-56590-0000,Hotel & Restaurant (city,15490 E COLFAX AVE UNIT B,Aurora,CO,80011,39.73950154,-104.807964892
"BARCELONA RINO, LLC",BARCELONA WINE BAR,03-09146,Takeout & Delivery Permit,2900 LARIMER STREET,Denver,CO,80202,39.76132101,-104.981327963
JF UNION LLC,EMILIO'S ALMOST FAMOUS,03-17216,Takeout & Delivery Permit,10081 WADSWORTH PARKWAY SUITE 130,Westminster,CO,80021,39.87950698,-105.096956987
3775 INC,BRIGHTON QWIK STOP,04-01398,Fermented Malt Beverage and Wine (city,21 WELD COUNTY ROAD 27,Brighton,CO,80603,40.00082799,-104.817281964
COWDEN LLC,THE WOODCELLAR BAR & GRILL,42-70283-0000,Hotel & Restaurant (county,1552 BERGEN PKWY,Evergreen,CO,804377901,39.687241,-105.360976963
SHERRY ANN HOLDINGS LLC,THE BAGELRY,03-17185,Hotel & Restaurant (county,1242 BERGEN PARKWAY,Evergreen,CO,80439,39.69230602,-105.357442985
CONCESSIONS COLORADO LLC,SWEETWATER MOUNTAIN TAPHOUSE,03-14778,Hotel & Restaurant (city,8900 PENA BOULEVARD DIA SPACE BC-RJ2,Denver,CO,80249,39.85873101,-104.672975011
TRANOI RISTORANTI LLC,RUSTICO,26-14347-0000,Hotel & Restaurant (city,112-114 E COLORADO,Telluride,CO,81435,37.936807,-107.810562014
SUMO OUTLET INC,SAPPORO SUSHI & GRILL,03-19836,Hotel & Restaurant (city,2930 ARAPAHOE ROAD #100,Erie,CO,80516,40.01496372,-105.102845381
BELL BROTHERS BREWING LLC,BELL BROTHERS BREWING,03-15124,Brew Pub (city,114 NORTH TEJON STREET SUITE 100,Colorado Springs,CO,80903,38.83587842,-104.82349411
PAPA JOSE'S INC,PAPA JOSE'S UNION CAFE,42-88760-0000,Hotel & Restaurant (city,320 SOUTH UNION AVENUE,Pueblo,CO,810033430,38.26260802,-104.615344985
"DELTA AIR LINES, INC.",DELTA SKY CLUB,03-06468,Tavern (city,"8700 PENA BOULEVARD, ROOM 4020 (CONCOURSE A",Denver,CO,80249,39.85372898,-104.673265025
BRAVE & MAIDEN ESTATE LTD,BRAVE & MAIDEN ESTATE,03-10643,Winery Direct Shipper's Permit,649 NORTH REFUGIO ROAD,Santa Ynez,CA,93460,34.60043037,-120.0982449
VILLAGE@BRECKENRIDGE ACQUISITION CORP INC,VILLAGE AT BRECKENRIDGE RESORT,23-68033-0007,Resort Complex (city,535 SOUTH PARK AVENUE,Breckenridge,CO,80424,39.477039,-106.047225001
AKA WINES LLC,SCRIBE WINERY,03-10402,Winery Direct Shipper's Permit,"21692 EIGHTH STREET EAST, SUITE 340",Sonoma,CA,95476,38.25982099,-122.436847017
"A & A ENTERPRISE OF COLORADO SPRINGS, INC.",HYATT PLACE,03-15213,Hotel & Restaurant (city,201 EAST KOWA STREET,Colorado Springs,CO,80903,38.83500999,-104.821054994
,THE FEEDERY NEIGHBORHOOD KITCHEN/THE FEEDERY NEIGHBORHOOD MARKET,03-12080,Takeout & Delivery Permit,900 EAST HAMPDEN AVE,Englewood,CO,80113,39.65287201,-104.976648011
TAGS RESTAURANT GROUP LLC,DC OAKES BREWHOUSE AND EATERY,03-07775,Brew Pub (city,3581 E HARMONY ROAD SUITE 110,Fort Collins,CO,80528,40.522709,-105.011389994
YOO MAE LLC,YOO-MAE,42-46303-0000,Hotel & Restaurant (city,21 & 21 1/2 E KIOWA,Colorado Springs,CO,80903,38.83532129,-104.824234712
CIRCLE K STORES INC,CIRCLE K STORE #2709855,21-65089-0067,Fermented Malt Beverage and Wine (city,16070 E 6TH AVE,Aurora,CO,80011,39.72494012,-104.801191057
IH WL ACQUISITION MANAGER LLC,COURTYARD BY MARRIOTT GRAND JUNCTION,03-20404,Lodging & Entertainment (City,765 HORIZON DRIVE,Grand Junction,CO,81506,39.11577701,-108.534433985
COPPER CANE LLC,COPPER CANE,03-02889,Winery Direct Shipper's Permit,1960 SAINT HELENA HIGHWAY,Rutherford,CA,94573,38.46076199,-122.422101992
"MICHEL VINEYARDS, LP",MICHEL-SCHLUMBERGER WINE ESTATE,03-19575,Winery Direct Shipper's Permit,4155 WINE CREEK ROAD,Healdsburg,CA,95448,38.65755999,-122.948878036
THE TAVERN TECH CENTER INC,THE TAVERN TECH CENTER,42-11322-0000,Tavern (city,5336 DTC BOULEVARD,Greenwood Village,CO,80111,39.61828698,-104.888366035
"LONE TREE HOOTERS, INC.",HOOTERS,03-04545,Hotel & Restaurant (city,"8334 SOUTH WILLOW STREET, SUITE G",Lone Tree,CO,80124,39.565597,-104.886186991
BUC-EE'S,BUC-EE'S,04-01961,Fermented Malt Beverage and Wine (city,5201 NUGGET ROAD,Berthoud,CO,80513,40.30647,-105.078525
SHOPEY'S PIZZA LLC,SHOPEY'S PIZZA,03-18316,Hotel & Restaurant (city,1180 MAIN STREET UNIT 9,Windsor,CO,80550,40.48015999,-104.919013039
CK COMICS & COLLECTIBLES CORP,HEROES HOLLOW,03-05439,Beer & Wine (city,719 MANITOU AVENUE,Manitou Springs,CO,80829,38.85699601,-104.91540597
MOUNTAIN MAN SALOON LLC,MOUNTAIN MAN SALOON,03-08887,Hotel & Restaurant (county,4410 COUNTY ROAD 209,De Beque,CO,81630,39.58612049,-108.45850034
ESTES IRISH HUB INC.,LONIGANS SALOON NIGHTCLUB AND GRILL,03-06706,Tavern (city,110 WEST ELKHORN AVENUE,Estes Park,CO,80517,40.3760627,-105.523912887
CONNELLY'S LLC,E-TOWN COLORADO,03-02610,Takeout & Delivery Permit,0295 MAIN ST C-104,Edwards,CO,81632,39.64182898,-106.589664978
PIRAMIDES MEXICAN RESTAURANT LLC,PIRAMIDES MEXICAN RESTAURANT,03-15802,Hotel & Restaurant (city,1911 SOUTH HAVANA STREET,Aurora,CO,80014,39.68154281,-104.867029732
,DURBAR NEPALESE AND INDIAN BISTRO,03-10263,Takeout & Delivery Permit,11903 WEST 6TH AVENUE,Lakewood,CO,80401,39.727092,-105.129407023
"PJSAINI, INC. & 7-ELEVEN, INC.",7-ELEVEN STORE 27082B,04-01865,Fermented Malt Beverage On/Off (city,450 NORTH MURRAY BOULEVARD,Colorado Springs,CO,80916,38.83873398,-104.748461007
LJH OAK CREEK INC,SELECT SUPER MARKET,04-01091,Fermented Malt Beverage and Wine (city,103 WEST MAIN STREET,Oak Creek,CO,80467,40.27568899,-106.958814974
CIAO VINO LLC,COMET CHICKEN,40-44125-0000,Hotel & Restaurant (city,126 WEST MOUNTAIN AVENUE,Fort Collins,CO,805242823,40.58743502,-105.077883967
"DIAL SENIOR MANAGEMENT, INC",THE PEARL AT BOULDER CREEK SENIOR LIVING,03-19553,Hotel & Restaurant (city,2525 TAFT DRIVE,Boulder,CO,80302,40.01083502,-105.26157304
SEEDSTOCK BREWING COMPANY,SEEDSTOCK BREWERY,03-04816,Manufacturer (brewery,3600 WEST COLFAX AVENUE,Denver,CO,80204,39.74002,-105.034900981
